Cp,K,Ha,Hwc,Rc,a,Tr,Hrc,Cr,Kr,Hrw,Zg,Crz,Krz
6.10E+02,1.50E+05,1.30E+07,4.48E+07,1.00E+00,4.00E-02,1.20E+01,1.01E+06,8.80E+02,1.50E+05,1.01E+06,3.70E+02,6.10E+02,1.50E+05
